RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_CT_EXPNDTR_TNDCY_VALUE,LSR_CT_EXPNDTR_INTEN_VALUE
53329583,20221102,M,50대,경기도,300이상500만원 미만,비슷하다,비슷할 것이다
53329595,20221102,F,50대,대구광역시,300이상500만원 미만,비슷하다,비슷할 것이다
53329641,20221102,F,20대,전라남도,500이상700만원 미만,감소한 편이다,비슷할 것이다
53329657,20221102,M,60대,광주광역시,300이상500만원 미만,비슷하다,비슷할 것이다
53329669,20221102,F,30대,충청북도,700만원 이상,증가한 편이다,증가할 것이다
53329925,20221102,F,30대,충청북도,300이상500만원 미만,증가한 편이다,증가할 것이다
53329964,20221102,F,60대,대전광역시,300이상500만원 미만,감소한 편이다,감소할 것이다
53330322,20221102,M,40대,부산광역시,700만원 이상,증가한 편이다,증가할 것이다
53330399,20221102,M,50대,대전광역시,300만원 미만,비슷하다,비슷할 것이다
53330444,20221102,F,50대,인천광역시,500이상700만원 미만,증가한 편이다,비슷할 것이다
53330633,20221102,F,40대,경상남도,500이상700만원 미만,감소한 편이다,감소할 것이다
53330719,20221102,M,40대,제주특별자치도,300이상500만원 미만,비슷하다,비슷할 것이다
53330736,20221102,F,30대,전라북도,700만원 이상,비슷하다,증가할 것이다
53330933,20221102,F,40대,경기도,300이상500만원 미만,크게 증가했다,크게 증가할 것이다
53331121,20221102,F,40대,인천광역시,300이상500만원 미만,증가한 편이다,증가할 것이다
53331154,20221102,F,20대,전라남도,무응답,감소한 편이다,증가할 것이다
53331381,20221102,F,20대,대전광역시,무응답,증가한 편이다,비슷할 것이다
53331527,20221102,F,50대,대전광역시,700만원 이상,증가한 편이다,증가할 것이다
53331536,20221102,M,60대,충청남도,300만원 미만,감소한 편이다,감소할 것이다
53331545,20221102,F,20대,서울특별시,300만원 미만,크게 증가했다,증가할 것이다
53331675,20221102,M,40대,세종특별자치시,700만원 이상,비슷하다,증가할 것이다
53331795,20221102,M,20대,전라북도,700만원 이상,비슷하다,증가할 것이다
53332002,20221102,M,20대,경기도,300이상500만원 미만,비슷하다,증가할 것이다
53332300,20221102,F,20대,서울특별시,300만원 미만,증가한 편이다,비슷할 것이다
53332301,20221102,F,30대,세종특별자치시,300이상500만원 미만,증가한 편이다,증가할 것이다
53332445,20221102,F,50대,전라북도,300이상500만원 미만,감소한 편이다,감소할 것이다
53332527,20221102,F,20대,서울특별시,무응답,증가한 편이다,증가할 것이다
53332582,20221102,M,60대,부산광역시,300만원 미만,비슷하다,비슷할 것이다
53332782,20221102,F,60대,충청남도,500이상700만원 미만,증가한 편이다,증가할 것이다
53332854,20221102,F,20대,인천광역시,700만원 이상,증가한 편이다,비슷할 것이다
53332862,20221102,F,30대,경기도,500이상700만원 미만,증가한 편이다,증가할 것이다
53332970,20221102,M,30대,부산광역시,300이상500만원 미만,비슷하다,비슷할 것이다
53332996,20221102,F,40대,경기도,300만원 미만,증가한 편이다,감소할 것이다
53333040,20221102,M,30대,인천광역시,300이상500만원 미만,증가한 편이다,비슷할 것이다
53333074,20221102,F,20대,경상북도,300만원 미만,크게 증가했다,비슷할 것이다
53333715,20221102,M,40대,경상북도,300만원 미만,증가한 편이다,비슷할 것이다
53333757,20221102,F,40대,서울특별시,300이상500만원 미만,비슷하다,비슷할 것이다
53334066,20221102,M,40대,경상북도,300만원 미만,비슷하다,비슷할 것이다
53334110,20221102,M,20대,강원도,300이상500만원 미만,증가한 편이다,증가할 것이다
53334233,20221102,F,30대,충청북도,700만원 이상,감소한 편이다,감소할 것이다
53334271,20221102,M,50대,서울특별시,300만원 미만,비슷하다,비슷할 것이다
53334763,20221102,F,30대,충청북도,무응답,비슷하다,비슷할 것이다
53334903,20221102,M,40대,대구광역시,300이상500만원 미만,증가한 편이다,비슷할 것이다
53335112,20221102,M,60대,경기도,300만원 미만,비슷하다,증가할 것이다
53335115,20221102,F,40대,전라북도,300이상500만원 미만,크게 증가했다,크게 증가할 것이다
53335223,20221102,M,40대,부산광역시,300이상500만원 미만,증가한 편이다,증가할 것이다
53335617,20221102,M,30대,서울특별시,300이상500만원 미만,비슷하다,비슷할 것이다
53335791,20221102,F,50대,서울특별시,300이상500만원 미만,증가한 편이다,증가할 것이다
53335939,20221102,M,30대,광주광역시,300이상500만원 미만,감소한 편이다,비슷할 것이다
53335957,20221102,F,20대,부산광역시,500이상700만원 미만,크게 증가했다,비슷할 것이다
53336040,20221102,F,30대,광주광역시,300이상500만원 미만,감소한 편이다,비슷할 것이다
53336173,20221102,M,60대,인천광역시,300만원 미만,증가한 편이다,증가할 것이다
53336299,20221102,M,50대,경상남도,700만원 이상,비슷하다,비슷할 것이다
53336386,20221102,F,50대,인천광역시,700만원 이상,증가한 편이다,증가할 것이다
53336479,20221102,F,40대,부산광역시,300만원 미만,증가한 편이다,증가할 것이다
53336536,20221102,F,20대,대구광역시,300만원 미만,비슷하다,비슷할 것이다
53336814,20221102,F,60대,경상남도,300만원 미만,감소한 편이다,비슷할 것이다
53336823,20221102,M,50대,경기도,700만원 이상,증가한 편이다,증가할 것이다
53336837,20221102,F,30대,서울특별시,500이상700만원 미만,크게 증가했다,증가할 것이다
53336853,20221102,M,60대,광주광역시,500이상700만원 미만,비슷하다,감소할 것이다
53336912,20221102,F,50대,충청북도,500이상700만원 미만,증가한 편이다,증가할 것이다
53336969,20221102,F,60대,광주광역시,300이상500만원 미만,증가한 편이다,비슷할 것이다
53337027,20221102,M,60대,서울특별시,700만원 이상,비슷하다,비슷할 것이다
53337093,20221102,M,30대,경기도,300이상500만원 미만,증가한 편이다,증가할 것이다
53337203,20221102,M,60대,경기도,300이상500만원 미만,비슷하다,증가할 것이다
53337226,20221102,M,60대,인천광역시,700만원 이상,비슷하다,증가할 것이다
53337340,20221102,M,50대,세종특별자치시,700만원 이상,비슷하다,비슷할 것이다
53337441,20221102,F,30대,전라북도,300이상500만원 미만,크게 증가했다,증가할 것이다
53337489,20221102,M,60대,인천광역시,500이상700만원 미만,비슷하다,비슷할 것이다
53337622,20221102,M,40대,대구광역시,300만원 미만,비슷하다,비슷할 것이다
53337632,20221102,M,60대,대전광역시,700만원 이상,비슷하다,증가할 것이다
53337681,20221102,F,60대,광주광역시,300이상500만원 미만,증가한 편이다,증가할 것이다
53337886,20221102,F,40대,충청남도,300만원 미만,비슷하다,비슷할 것이다
53338157,20221102,M,40대,서울특별시,300만원 미만,증가한 편이다,증가할 것이다
53338234,20221102,M,30대,경상남도,300이상500만원 미만,비슷하다,비슷할 것이다
53338310,20221102,M,50대,인천광역시,700만원 이상,증가한 편이다,비슷할 것이다
53338313,20221102,M,20대,대구광역시,무응답,증가한 편이다,비슷할 것이다
53338608,20221102,M,20대,경상남도,500이상700만원 미만,증가한 편이다,증가할 것이다
53338725,20221102,M,30대,경기도,300이상500만원 미만,비슷하다,비슷할 것이다
53338734,20221102,M,30대,경기도,700만원 이상,증가한 편이다,증가할 것이다
53338740,20221102,F,40대,전라북도,300이상500만원 미만,크게 증가했다,크게 증가할 것이다
53338991,20221102,F,20대,경상남도,500이상700만원 미만,크게 감소했다,증가할 것이다
53339100,20221102,F,30대,광주광역시,300이상500만원 미만,증가한 편이다,증가할 것이다
53339170,20221102,M,20대,서울특별시,무응답,증가한 편이다,증가할 것이다
53339223,20221102,F,40대,부산광역시,300만원 미만,증가한 편이다,비슷할 것이다
53339277,20221102,F,60대,경기도,300만원 미만,비슷하다,증가할 것이다
53339481,20221102,M,50대,부산광역시,700만원 이상,감소한 편이다,비슷할 것이다
53339543,20221102,F,60대,경기도,500이상700만원 미만,비슷하다,증가할 것이다
53339552,20221102,M,60대,경기도,300이상500만원 미만,비슷하다,증가할 것이다
53339584,20221102,F,30대,서울특별시,300이상500만원 미만,증가한 편이다,증가할 것이다
53339595,20221102,M,50대,서울특별시,500이상700만원 미만,감소한 편이다,감소할 것이다
53339632,20221102,M,20대,충청남도,300만원 미만,비슷하다,증가할 것이다
53339723,20221102,F,30대,경기도,300이상500만원 미만,비슷하다,비슷할 것이다
53339895,20221102,F,40대,경상남도,500이상700만원 미만,증가한 편이다,증가할 것이다
53339983,20221102,M,30대,서울특별시,500이상700만원 미만,비슷하다,증가할 것이다
53339988,20221102,M,60대,경상북도,300만원 미만,증가한 편이다,증가할 것이다
53340226,20221102,M,60대,강원도,300만원 미만,증가한 편이다,증가할 것이다
53340349,20221102,F,50대,인천광역시,700만원 이상,증가한 편이다,증가할 것이다
53340634,20221102,M,60대,대전광역시,500이상700만원 미만,증가한 편이다,증가할 것이다
53341067,20221102,M,30대,경상남도,500이상700만원 미만,비슷하다,비슷할 것이다
53341163,20221102,F,50대,인천광역시,700만원 이상,비슷하다,증가할 것이다
53341176,20221102,M,40대,서울특별시,300이상500만원 미만,비슷하다,비슷할 것이다
53341228,20221102,M,20대,인천광역시,300만원 미만,크게 증가했다,비슷할 것이다
53341303,20221102,M,30대,충청북도,300이상500만원 미만,감소한 편이다,감소할 것이다
53341315,20221102,F,40대,대전광역시,300이상500만원 미만,크게 감소했다,증가할 것이다
53341410,20221102,F,40대,광주광역시,500이상700만원 미만,비슷하다,비슷할 것이다
53341437,20221102,M,60대,서울특별시,500이상700만원 미만,비슷하다,비슷할 것이다
53341472,20221102,F,20대,인천광역시,300이상500만원 미만,비슷하다,비슷할 것이다
53341525,20221102,M,40대,인천광역시,300이상500만원 미만,증가한 편이다,증가할 것이다
53341546,20221102,M,40대,인천광역시,300이상500만원 미만,비슷하다,증가할 것이다
53341556,20221102,F,60대,경기도,500이상700만원 미만,증가한 편이다,비슷할 것이다
53341666,20221102,F,50대,대구광역시,무응답,증가한 편이다,비슷할 것이다
53341681,20221102,F,20대,부산광역시,무응답,크게 증가했다,비슷할 것이다
53341803,20221102,M,50대,대구광역시,700만원 이상,증가한 편이다,증가할 것이다
53341828,20221102,M,40대,부산광역시,500이상700만원 미만,비슷하다,감소할 것이다
53341949,20221102,M,20대,서울특별시,300만원 미만,증가한 편이다,증가할 것이다
53342267,20221102,F,60대,전라남도,300만원 미만,감소한 편이다,감소할 것이다
53342459,20221102,M,30대,서울특별시,700만원 이상,증가한 편이다,증가할 것이다
53342717,20221102,M,50대,인천광역시,300만원 미만,감소한 편이다,증가할 것이다
53342793,20221102,F,60대,서울특별시,300만원 미만,감소한 편이다,비슷할 것이다
53342892,20221102,F,40대,대구광역시,300이상500만원 미만,감소한 편이다,증가할 것이다
53342966,20221102,F,50대,경기도,500이상700만원 미만,비슷하다,증가할 것이다
53343013,20221102,F,40대,충청북도,500이상700만원 미만,증가한 편이다,비슷할 것이다
53343036,20221102,F,40대,대전광역시,300만원 미만,비슷하다,비슷할 것이다
53343054,20221102,F,20대,경상남도,500이상700만원 미만,비슷하다,비슷할 것이다
53343066,20221102,M,40대,경기도,500이상700만원 미만,비슷하다,비슷할 것이다
53343242,20221102,M,20대,충청북도,300만원 미만,증가한 편이다,비슷할 것이다
53343278,20221102,F,40대,경기도,500이상700만원 미만,증가한 편이다,비슷할 것이다
53343375,20221102,M,20대,경기도,300이상500만원 미만,감소한 편이다,증가할 것이다
53343447,20221102,F,30대,전라북도,700만원 이상,비슷하다,크게 증가할 것이다
53343475,20221102,M,30대,경상북도,무응답,비슷하다,비슷할 것이다
53343492,20221102,F,20대,인천광역시,300만원 미만,증가한 편이다,증가할 것이다
53343658,20221102,F,60대,경상북도,300만원 미만,감소한 편이다,크게 감소할 것이다
53343766,20221102,F,30대,경기도,300만원 미만,증가한 편이다,증가할 것이다
53343866,20221102,M,40대,전라북도,300이상500만원 미만,비슷하다,비슷할 것이다
53343883,20221102,M,50대,전라북도,700만원 이상,증가한 편이다,증가할 것이다
53343925,20221102,M,30대,대구광역시,300이상500만원 미만,비슷하다,비슷할 것이다
53343944,20221102,M,60대,경상북도,300만원 미만,비슷하다,증가할 것이다
53344333,20221102,F,20대,부산광역시,300이상500만원 미만,감소한 편이다,감소할 것이다
53344518,20221102,M,50대,부산광역시,300만원 미만,증가한 편이다,증가할 것이다
53344584,20221102,M,30대,울산광역시,300이상500만원 미만,증가한 편이다,비슷할 것이다
53344808,20221102,M,50대,서울특별시,700만원 이상,비슷하다,증가할 것이다
53344871,20221102,F,20대,충청남도,무응답,비슷하다,비슷할 것이다
53344902,20221102,M,40대,부산광역시,500이상700만원 미만,증가한 편이다,비슷할 것이다
53344920,20221102,F,50대,대전광역시,700만원 이상,증가한 편이다,증가할 것이다
53345057,20221102,M,60대,강원도,700만원 이상,증가한 편이다,증가할 것이다
53345162,20221102,F,30대,경상남도,300만원 미만,증가한 편이다,증가할 것이다
53345211,20221102,F,40대,충청남도,300이상500만원 미만,비슷하다,비슷할 것이다
53345355,20221102,M,50대,경상북도,300이상500만원 미만,감소한 편이다,감소할 것이다
53345404,20221102,F,50대,전라북도,300이상500만원 미만,비슷하다,증가할 것이다
53345546,20221102,F,30대,충청남도,무응답,비슷하다,비슷할 것이다
53345638,20221102,F,50대,경기도,500이상700만원 미만,감소한 편이다,비슷할 것이다
53345641,20221102,F,20대,경기도,무응답,비슷하다,비슷할 것이다
53345764,20221102,M,30대,인천광역시,500이상700만원 미만,크게 증가했다,증가할 것이다
53345973,20221102,M,20대,부산광역시,무응답,증가한 편이다,크게 감소할 것이다
53346012,20221102,M,50대,대구광역시,300만원 미만,비슷하다,비슷할 것이다
53346104,20221102,M,40대,경상남도,300만원 미만,증가한 편이다,비슷할 것이다
53346156,20221102,F,30대,경기도,300만원 미만,비슷하다,증가할 것이다
53346278,20221102,M,30대,부산광역시,300이상500만원 미만,증가한 편이다,비슷할 것이다
53346448,20221102,F,50대,경기도,300만원 미만,감소한 편이다,감소할 것이다
53346549,20221102,F,50대,대구광역시,300만원 미만,비슷하다,증가할 것이다
53346609,20221102,F,50대,경기도,300이상500만원 미만,크게 감소했다,감소할 것이다
53346710,20221102,F,60대,강원도,500이상700만원 미만,비슷하다,비슷할 것이다
53346834,20221102,F,50대,부산광역시,300만원 미만,감소한 편이다,비슷할 것이다
53346923,20221102,F,20대,경기도,무응답,증가한 편이다,증가할 것이다
53346936,20221102,F,60대,부산광역시,300만원 미만,증가한 편이다,증가할 것이다
53346948,20221102,F,60대,인천광역시,300이상500만원 미만,증가한 편이다,증가할 것이다
53347007,20221102,F,40대,대구광역시,300만원 미만,비슷하다,감소할 것이다
53347463,20221102,F,30대,부산광역시,300만원 미만,증가한 편이다,증가할 것이다
53347477,20221102,F,30대,대구광역시,500이상700만원 미만,감소한 편이다,비슷할 것이다
53347688,20221102,M,30대,경기도,700만원 이상,비슷하다,비슷할 것이다
53347829,20221102,F,50대,부산광역시,700만원 이상,비슷하다,비슷할 것이다
53347897,20221102,F,30대,서울특별시,500이상700만원 미만,증가한 편이다,증가할 것이다
53347937,20221102,F,60대,경기도,300이상500만원 미만,비슷하다,비슷할 것이다
53348146,20221102,F,30대,울산광역시,500이상700만원 미만,증가한 편이다,증가할 것이다
53348243,20221102,F,60대,서울특별시,300이상500만원 미만,감소한 편이다,감소할 것이다
53348328,20221102,M,50대,인천광역시,700만원 이상,비슷하다,비슷할 것이다
53348366,20221102,F,60대,서울특별시,300만원 미만,증가한 편이다,증가할 것이다
53348514,20221102,M,30대,부산광역시,300만원 미만,증가한 편이다,크게 증가할 것이다
53348536,20221102,M,50대,경상북도,300만원 미만,증가한 편이다,증가할 것이다
53348582,20221102,F,50대,부산광역시,500이상700만원 미만,감소한 편이다,증가할 것이다
53348632,20221102,F,40대,서울특별시,300이상500만원 미만,증가한 편이다,증가할 것이다
53348692,20221102,F,30대,전라남도,300만원 미만,비슷하다,비슷할 것이다
53348776,20221102,M,60대,경기도,300이상500만원 미만,증가한 편이다,증가할 것이다
53348783,20221102,F,60대,인천광역시,300만원 미만,비슷하다,비슷할 것이다
53348807,20221102,F,20대,경상남도,300만원 미만,비슷하다,비슷할 것이다
53348946,20221102,M,50대,경상남도,300이상500만원 미만,증가한 편이다,증가할 것이다
53349064,20221102,F,30대,서울특별시,500이상700만원 미만,증가한 편이다,증가할 것이다
53349319,20221102,M,20대,경기도,700만원 이상,비슷하다,비슷할 것이다
53349404,20221102,M,50대,광주광역시,300이상500만원 미만,비슷하다,증가할 것이다
53349552,20221102,M,50대,경기도,700만원 이상,비슷하다,비슷할 것이다
53349749,20221102,F,60대,경상남도,300이상500만원 미만,비슷하다,증가할 것이다
53349786,20221102,M,50대,서울특별시,700만원 이상,비슷하다,비슷할 것이다
53349940,20221102,F,40대,부산광역시,300만원 미만,비슷하다,비슷할 것이다
53350089,20221102,F,60대,경상남도,300만원 미만,감소한 편이다,감소할 것이다
53350264,20221102,F,20대,전라북도,700만원 이상,증가한 편이다,증가할 것이다
53350338,20221102,F,50대,경기도,700만원 이상,비슷하다,비슷할 것이다
53350397,20221102,F,50대,서울특별시,500이상700만원 미만,증가한 편이다,증가할 것이다
53350439,20221102,M,50대,강원도,500이상700만원 미만,감소한 편이다,증가할 것이다
53350495,20221102,F,50대,경기도,300이상500만원 미만,감소한 편이다,비슷할 것이다
53350565,20221102,F,60대,경기도,500이상700만원 미만,증가한 편이다,증가할 것이다
53350592,20221102,F,50대,인천광역시,700만원 이상,증가한 편이다,비슷할 것이다
53350731,20221102,F,60대,경기도,500이상700만원 미만,비슷하다,증가할 것이다
53350850,20221102,M,50대,서울특별시,700만원 이상,비슷하다,증가할 것이다
53351007,20221102,M,60대,경상북도,300이상500만원 미만,비슷하다,감소할 것이다
53351107,20221102,M,50대,부산광역시,700만원 이상,비슷하다,비슷할 것이다
53351173,20221102,M,50대,광주광역시,500이상700만원 미만,비슷하다,증가할 것이다
53351416,20221102,M,60대,서울특별시,300이상500만원 미만,증가한 편이다,비슷할 것이다
53351500,20221102,M,40대,광주광역시,300이상500만원 미만,감소한 편이다,비슷할 것이다
53351554,20221102,F,50대,강원도,300이상500만원 미만,증가한 편이다,증가할 것이다
53351865,20221102,M,60대,전라남도,700만원 이상,증가한 편이다,증가할 것이다
53351988,20221102,F,50대,서울특별시,700만원 이상,증가한 편이다,증가할 것이다
53352402,20221102,M,60대,경기도,500이상700만원 미만,감소한 편이다,감소할 것이다
53352422,20221102,M,20대,대구광역시,300이상500만원 미만,비슷하다,비슷할 것이다
53352432,20221102,M,50대,경기도,700만원 이상,증가한 편이다,증가할 것이다
53352457,20221102,F,30대,경기도,700만원 이상,증가한 편이다,증가할 것이다
53352485,20221102,M,20대,충청남도,300만원 미만,증가한 편이다,비슷할 것이다
53352517,20221102,F,20대,경기도,무응답,비슷하다,비슷할 것이다
53352523,20221102,M,20대,경기도,300만원 미만,비슷하다,비슷할 것이다
53352587,20221102,F,50대,인천광역시,300이상500만원 미만,증가한 편이다,증가할 것이다
53352726,20221102,F,30대,광주광역시,500이상700만원 미만,감소한 편이다,비슷할 것이다
53352766,20221102,M,20대,서울특별시,300만원 미만,증가한 편이다,비슷할 것이다
53352886,20221102,M,50대,경기도,300이상500만원 미만,비슷하다,비슷할 것이다
53353189,20221102,M,60대,서울특별시,300이상500만원 미만,증가한 편이다,증가할 것이다
53353353,20221102,F,50대,인천광역시,500이상700만원 미만,비슷하다,비슷할 것이다
53353359,20221102,M,50대,대구광역시,700만원 이상,비슷하다,비슷할 것이다
53353515,20221102,M,40대,경기도,700만원 이상,비슷하다,비슷할 것이다
53353697,20221102,F,40대,울산광역시,300이상500만원 미만,증가한 편이다,증가할 것이다
53353742,20221102,M,60대,제주특별자치도,300만원 미만,비슷하다,비슷할 것이다
53353928,20221102,F,60대,서울특별시,300이상500만원 미만,감소한 편이다,비슷할 것이다
53354005,20221102,F,40대,경기도,500이상700만원 미만,증가한 편이다,증가할 것이다
53354010,20221102,M,60대,경상남도,300이상500만원 미만,비슷하다,비슷할 것이다
53354096,20221102,F,20대,경상남도,300이상500만원 미만,비슷하다,감소할 것이다
53354211,20221102,F,30대,경상북도,300만원 미만,비슷하다,증가할 것이다
53354228,20221102,M,20대,광주광역시,300만원 미만,증가한 편이다,비슷할 것이다
53354247,20221102,F,40대,경기도,700만원 이상,비슷하다,비슷할 것이다
53354314,20221102,M,20대,경기도,700만원 이상,비슷하다,비슷할 것이다
53354322,20221102,F,60대,대구광역시,300만원 미만,증가한 편이다,증가할 것이다
53354395,20221102,M,40대,충청남도,500이상700만원 미만,비슷하다,비슷할 것이다
53354465,20221102,M,30대,충청남도,300만원 미만,비슷하다,비슷할 것이다
53354502,20221102,M,50대,부산광역시,500이상700만원 미만,비슷하다,비슷할 것이다
53354654,20221102,M,40대,경기도,300이상500만원 미만,비슷하다,크게 감소할 것이다
53355110,20221102,M,40대,경기도,300이상500만원 미만,증가한 편이다,비슷할 것이다
53355154,20221102,M,20대,서울특별시,300만원 미만,크게 증가했다,크게 증가할 것이다
53355191,20221102,M,40대,강원도,300이상500만원 미만,증가한 편이다,증가할 것이다
53355384,20221102,M,40대,경상북도,300이상500만원 미만,비슷하다,비슷할 것이다
53355425,20221102,M,20대,강원도,300만원 미만,크게 감소했다,비슷할 것이다
53355563,20221102,M,40대,대구광역시,300이상500만원 미만,감소한 편이다,크게 감소할 것이다
53355637,20221102,F,50대,경기도,700만원 이상,증가한 편이다,비슷할 것이다
53355797,20221102,M,50대,강원도,700만원 이상,증가한 편이다,증가할 것이다
53355813,20221102,M,40대,경기도,300이상500만원 미만,비슷하다,비슷할 것이다
